episode_hash,operator,lab,num_frames,task,task_description,scene,objects,is_deleted,embodiment,is_eval,eval_score,eval_success,zarr_processed_path,zarr_processing_error,zarr_mp4_path,license,segments,created_at,updated_at,rig_name,outcome
2026-03-04-19-54-43-905000,__zQ0kS-xjtwKdGt,rl2,554.0,cup_on_saucer_success,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white ceramic cup"",""yellow saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-04-19-54-43-905000.zarr,,s3://rldb/processed_v3/eva/2026-03-04-19-54-43-905000.mp4,CC BY-SA 4.0,,2026-03-04 19:54:43.905000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-04-19-52-33-357000,__zQ0kS-xjtwKdGt,rl2,579.0,cup_on_saucer_success,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white ceramic cup"",""yellow saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-04-19-52-33-357000.zarr,,s3://rldb/processed_v3/eva/2026-03-04-19-52-33-357000.mp4,CC BY-SA 4.0,,2026-03-04 19:52:33.357000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-04-19-54-58-097000,__zQ0kS-xjtwKdGt,rl2,539.0,cup_on_saucer_success,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white ceramic cup"",""yellow saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-04-19-54-58-097000.zarr,,s3://rldb/processed_v3/eva/2026-03-04-19-54-58-097000.mp4,CC BY-SA 4.0,,2026-03-04 19:54:58.097000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-04-19-55-53-923000,__zQ0kS-xjtwKdGt,rl2,485.0,cup_on_saucer_success,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white ceramic cup"",""yellow saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-04-19-55-53-923000.zarr,,s3://rldb/processed_v3/eva/2026-03-04-19-55-53-923000.mp4,CC BY-SA 4.0,,2026-03-04 19:55:53.923000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-04-19-53-58-711000,__zQ0kS-xjtwKdGt,rl2,609.0,cup_on_saucer_success,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white ceramic cup"",""yellow saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-04-19-53-58-711000.zarr,,s3://rldb/processed_v3/eva/2026-03-04-19-53-58-711000.mp4,CC BY-SA 4.0,,2026-03-04 19:53:58.711000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-04-21-20-24-450000,EwCW-BuE_nA9dzbr,rl2,991.0,cup_on_saucer_failure,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white cup"",""white saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-04-21-20-24-450000.zarr,,s3://rldb/processed_v3/eva/2026-03-04-21-20-24-450000.mp4,CC BY-SA 4.0,,2026-03-04 21:20:24.450000+00:00,2026-07-31 21:45:36.954967+00:00,eva,failure
2026-03-04-19-57-52-310000,__zQ0kS-xjtwKdGt,rl2,592.0,cup_on_saucer_success,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white ceramic cup"",""yellow saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-04-19-57-52-310000.zarr,,s3://rldb/processed_v3/eva/2026-03-04-19-57-52-310000.mp4,CC BY-SA 4.0,,2026-03-04 19:57:52.310000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-04-21-27-38-470000,EwCW-BuE_nA9dzbr,rl2,743.0,cup_on_saucer_success,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white cup"",""white saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-04-21-27-38-470000.zarr,,s3://rldb/processed_v3/eva/2026-03-04-21-27-38-470000.mp4,CC BY-SA 4.0,,2026-03-04 21:27:38.470000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-04-21-34-18-420000,EwCW-BuE_nA9dzbr,rl2,605.0,cup_on_saucer_success,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white cup"",""white saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-04-21-34-18-420000.zarr,,s3://rldb/processed_v3/eva/2026-03-04-21-34-18-420000.mp4,CC BY-SA 4.0,,2026-03-04 21:34:18.420000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-01-22-03-28-887000,__zQ0kS-xjtwKdGt,rl2,2724.0,cup_on_saucer_failure,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"[""white ceramic cup"", ""white saucer""]",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-01-22-03-28-887000.zarr,,s3://rldb/processed_v3/eva/2026-03-01-22-03-28-887000.mp4,CC BY-SA 4.0,,2026-03-01 22:03:28.887000+00:00,2026-07-31 21:45:36.954967+00:00,eva,failure
2026-03-01-22-02-18-038000,__zQ0kS-xjtwKdGt,rl2,318.0,cup_on_saucer_failure,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"[""white ceramic cup"", ""white saucer""]",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-01-22-02-18-038000.zarr,,s3://rldb/processed_v3/eva/2026-03-01-22-02-18-038000.mp4,CC BY-SA 4.0,,2026-03-01 22:02:18.038000+00:00,2026-07-31 21:45:36.954967+00:00,eva,failure
2026-03-01-21-51-26-566000,__zQ0kS-xjtwKdGt,rl2,2672.0,cup_on_saucer_failure,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"[""white ceramic cup"", ""white saucer""]",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-01-21-51-26-566000.zarr,,s3://rldb/processed_v3/eva/2026-03-01-21-51-26-566000.mp4,CC BY-SA 4.0,,2026-03-01 21:51:26.566000+00:00,2026-07-31 21:45:36.954967+00:00,eva,failure
2026-03-01-21-41-49-349000,EwCW-BuE_nA9dzbr,rl2,2086.0,cup_on_saucer_success,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white cup"",""white saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-01-21-41-49-349000.zarr,,s3://rldb/processed_v3/eva/2026-03-01-21-41-49-349000.mp4,CC BY-SA 4.0,,2026-03-01 21:41:49.349000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-04-19-16-54-238000,EwCW-BuE_nA9dzbr,rl2,782.0,cup_on_saucer_success,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white cup"",""green square saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-04-19-16-54-238000.zarr,,s3://rldb/processed_v3/eva/2026-03-04-19-16-54-238000.mp4,CC BY-SA 4.0,,2026-03-04 19:16:54.238000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-04-19-16-11-386000,EwCW-BuE_nA9dzbr,rl2,539.0,cup_on_saucer_success,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white cup"",""green square saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-04-19-16-11-386000.zarr,,s3://rldb/processed_v3/eva/2026-03-04-19-16-11-386000.mp4,CC BY-SA 4.0,,2026-03-04 19:16:11.386000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-04-19-21-07-457000,EwCW-BuE_nA9dzbr,rl2,719.0,cup_on_saucer_success,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white cup"",""green square saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-04-19-21-07-457000.zarr,,s3://rldb/processed_v3/eva/2026-03-04-19-21-07-457000.mp4,CC BY-SA 4.0,,2026-03-04 19:21:07.457000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-04-19-23-52-117000,EwCW-BuE_nA9dzbr,rl2,747.0,cup_on_saucer_success,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white cup"",""green square saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-04-19-23-52-117000.zarr,,s3://rldb/processed_v3/eva/2026-03-04-19-23-52-117000.mp4,CC BY-SA 4.0,,2026-03-04 19:23:52.117000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-04-20-25-16-993000,EwCW-BuE_nA9dzbr,rl2,151.0,cup_on_saucer_failure,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white cup"",""yellow saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-04-20-25-16-993000.zarr,,s3://rldb/processed_v3/eva/2026-03-04-20-25-16-993000.mp4,CC BY-SA 4.0,,2026-03-04 20:25:16.993000+00:00,2026-07-31 21:45:36.954967+00:00,eva,failure
2026-03-04-20-26-26-232000,EwCW-BuE_nA9dzbr,rl2,927.0,cup_on_saucer_failure,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white cup"",""yellow saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-04-20-26-26-232000.zarr,,s3://rldb/processed_v3/eva/2026-03-04-20-26-26-232000.mp4,CC BY-SA 4.0,,2026-03-04 20:26:26.232000+00:00,2026-07-31 21:45:36.954967+00:00,eva,failure
2026-03-04-19-23-10-308000,EwCW-BuE_nA9dzbr,rl2,721.0,cup_on_saucer_success,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white cup"",""green square saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-04-19-23-10-308000.zarr,,s3://rldb/processed_v3/eva/2026-03-04-19-23-10-308000.mp4,CC BY-SA 4.0,,2026-03-04 19:23:10.308000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-04-20-30-41-803000,EwCW-BuE_nA9dzbr,rl2,802.0,cup_on_saucer_success,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white cup"",""yellow saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-04-20-30-41-803000.zarr,,s3://rldb/processed_v3/eva/2026-03-04-20-30-41-803000.mp4,CC BY-SA 4.0,,2026-03-04 20:30:41.803000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-04-20-28-57-354000,EwCW-BuE_nA9dzbr,rl2,880.0,cup_on_saucer_success,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white cup"",""yellow saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-04-20-28-57-354000.zarr,,s3://rldb/processed_v3/eva/2026-03-04-20-28-57-354000.mp4,CC BY-SA 4.0,,2026-03-04 20:28:57.354000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-04-20-30-18-813000,EwCW-BuE_nA9dzbr,rl2,521.0,cup_on_saucer_success,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white cup"",""yellow saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-04-20-30-18-813000.zarr,,s3://rldb/processed_v3/eva/2026-03-04-20-30-18-813000.mp4,CC BY-SA 4.0,,2026-03-04 20:30:18.813000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-04-20-32-14-769000,EwCW-BuE_nA9dzbr,rl2,729.0,cup_on_saucer_success,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white cup"",""yellow saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-04-20-32-14-769000.zarr,,s3://rldb/processed_v3/eva/2026-03-04-20-32-14-769000.mp4,CC BY-SA 4.0,,2026-03-04 20:32:14.769000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-04-20-33-23-630000,EwCW-BuE_nA9dzbr,rl2,848.0,cup_on_saucer_success,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white cup"",""yellow saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-04-20-33-23-630000.zarr,,s3://rldb/processed_v3/eva/2026-03-04-20-33-23-630000.mp4,CC BY-SA 4.0,,2026-03-04 20:33:23.630000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-04-20-34-55-459000,EwCW-BuE_nA9dzbr,rl2,747.0,cup_on_saucer_success,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white cup"",""yellow saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-04-20-34-55-459000.zarr,,s3://rldb/processed_v3/eva/2026-03-04-20-34-55-459000.mp4,CC BY-SA 4.0,,2026-03-04 20:34:55.459000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-04-20-37-42-556000,EwCW-BuE_nA9dzbr,rl2,719.0,cup_on_saucer_success,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white cup"",""yellow saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-04-20-37-42-556000.zarr,,s3://rldb/processed_v3/eva/2026-03-04-20-37-42-556000.mp4,CC BY-SA 4.0,,2026-03-04 20:37:42.556000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-04-20-35-49-021000,EwCW-BuE_nA9dzbr,rl2,453.0,cup_on_saucer_success,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white cup"",""yellow saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-04-20-35-49-021000.zarr,,s3://rldb/processed_v3/eva/2026-03-04-20-35-49-021000.mp4,CC BY-SA 4.0,,2026-03-04 20:35:49.021000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-04-20-34-35-007000,EwCW-BuE_nA9dzbr,rl2,664.0,cup_on_saucer_success,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white cup"",""yellow saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-04-20-34-35-007000.zarr,,s3://rldb/processed_v3/eva/2026-03-04-20-34-35-007000.mp4,CC BY-SA 4.0,,2026-03-04 20:34:35.007000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-07-03-41-00-000000,pB5ssSy__hBrm6wJ,rl2,3580.0,cup_on_saucer_success,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white ceramic cup"",""yellow saucer""}",False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/aria/2026-03-07-03-41-00-000000.zarr,,s3://rldb/processed_v3/aria/2026-03-07-03-41-00-000000.mp4,CC BY-SA 4.0,,2026-03-07 03:41:00+00:00,2026-07-31 21:45:36.954967+00:00,aria_gen1,success
2026-03-08-19-58-49-000000,EwCW-BuE_nA9dzbr,rl2,5407.0,cup_on_saucer_success,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white cup"",""green square saucer""}",False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/aria/2026-03-08-19-58-49-000000.zarr,,s3://rldb/processed_v3/aria/2026-03-08-19-58-49-000000.mp4,CC BY-SA 4.0,,2026-03-08 19:58:49+00:00,2026-07-31 21:45:36.954967+00:00,aria_gen1,success
2026-03-08-23-26-08-607000,pB5ssSy__hBrm6wJ,rl2,1878.0,cup_on_saucer_success,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""pink cup"",""yellow saucer""}",False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/aria/2026-03-08-23-26-08-607000.zarr,,s3://rldb/processed_v3/aria/2026-03-08-23-26-08-607000.mp4,CC BY-SA 4.0,,2026-03-08 23:26:08.607000+00:00,2026-07-31 21:45:36.954967+00:00,aria_gen1,success
2026-03-08-20-17-04-000000,EwCW-BuE_nA9dzbr,rl2,5478.0,cup_on_saucer_success,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white cup"",""white saucer""}",False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/aria/2026-03-08-20-17-04-000000.zarr,,s3://rldb/processed_v3/aria/2026-03-08-20-17-04-000000.mp4,CC BY-SA 4.0,,2026-03-08 20:17:04+00:00,2026-07-31 21:45:36.954967+00:00,aria_gen1,success
2026-03-08-19-52-13-337000,pB5ssSy__hBrm6wJ,rl2,4701.0,cup_on_saucer_success,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white ceramic cup"",""green square saucer""}",False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/aria/2026-03-08-19-52-13-337000.zarr,,s3://rldb/processed_v3/aria/2026-03-08-19-52-13-337000.mp4,CC BY-SA 4.0,,2026-03-08 19:52:13.337000+00:00,2026-07-31 21:45:36.954967+00:00,aria_gen1,success
2026-03-08-23-32-21-226000,EwCW-BuE_nA9dzbr,rl2,159.0,cup_on_saucer_success,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white cup"",""green square saucer""}",False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/aria/2026-03-08-23-32-21-226000.zarr,,s3://rldb/processed_v3/aria/2026-03-08-23-32-21-226000.mp4,CC BY-SA 4.0,,2026-03-08 23:32:21.226000+00:00,2026-07-31 21:45:36.954967+00:00,aria_gen1,success
2026-03-07-02-02-21-000000,pB5ssSy__hBrm6wJ,rl2,4595.0,cup_on_saucer_success,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""pink cup"",""white saucer""}",False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/aria/2026-03-07-02-02-21-000000.zarr,,s3://rldb/processed_v3/aria/2026-03-07-02-02-21-000000.mp4,CC BY-SA 4.0,,2026-03-07 02:02:21+00:00,2026-07-31 21:45:36.954967+00:00,aria_gen1,success
2026-03-08-20-04-53-000000,EwCW-BuE_nA9dzbr,rl2,5768.0,cup_on_saucer_success,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white cup"",""green square saucer""}",False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/aria/2026-03-08-20-04-53-000000.zarr,,s3://rldb/processed_v3/aria/2026-03-08-20-04-53-000000.mp4,CC BY-SA 4.0,,2026-03-08 20:04:53+00:00,2026-07-31 21:45:36.954967+00:00,aria_gen1,success
2026-03-16-00-18-39-591000,pB5ssSy__hBrm6wJ,rl2,4432.0,cup_on_saucer_success,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""pink cup"",""green saucer""}",False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/aria/2026-03-16-00-18-39-591000.zarr,,s3://rldb/processed_v3/aria/2026-03-16-00-18-39-591000.mp4,CC BY-SA 4.0,,2026-03-16 00:18:39.591000+00:00,2026-07-31 21:45:36.954967+00:00,aria_gen1,success
2026-03-08-19-40-14-000000,EwCW-BuE_nA9dzbr,rl2,5410.0,cup_on_saucer_success,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white ceramic cup"",""white saucer""}",False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/aria/2026-03-08-19-40-14-000000.zarr,,s3://rldb/processed_v3/aria/2026-03-08-19-40-14-000000.mp4,CC BY-SA 4.0,,2026-03-08 19:40:14+00:00,2026-07-31 21:45:36.954967+00:00,aria_gen1,success
2026-03-07-02-46-03-000000,pB5ssSy__hBrm6wJ,rl2,4775.0,cup_on_saucer_success,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white plastic cup"",""yellow saucer""}",False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/aria/2026-03-07-02-46-03-000000.zarr,,s3://rldb/processed_v3/aria/2026-03-07-02-46-03-000000.mp4,CC BY-SA 4.0,,2026-03-07 02:46:03+00:00,2026-07-31 21:45:36.954967+00:00,aria_gen1,success
2026-03-07-01-40-32-000000,pB5ssSy__hBrm6wJ,rl2,4432.0,cup_on_saucer_success,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""pink cup"",""green square saucer""}",False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/aria/2026-03-07-01-40-32-000000.zarr,,s3://rldb/processed_v3/aria/2026-03-07-01-40-32-000000.mp4,CC BY-SA 4.0,,2026-03-07 01:40:32+00:00,2026-07-31 21:45:36.954967+00:00,aria_gen1,success
2026-03-08-19-57-27-399000,pB5ssSy__hBrm6wJ,rl2,5037.0,cup_on_saucer_success,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white ceramic cup"",""green square saucer""}",False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/aria/2026-03-08-19-57-27-399000.zarr,,s3://rldb/processed_v3/aria/2026-03-08-19-57-27-399000.mp4,CC BY-SA 4.0,,2026-03-08 19:57:27.399000+00:00,2026-07-31 21:45:36.954967+00:00,aria_gen1,success
2026-03-07-02-07-52-000000,pB5ssSy__hBrm6wJ,rl2,4739.0,cup_on_saucer_success,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""pink cup"",""white saucer""}",False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/aria/2026-03-07-02-07-52-000000.zarr,,s3://rldb/processed_v3/aria/2026-03-07-02-07-52-000000.mp4,CC BY-SA 4.0,,2026-03-07 02:07:52+00:00,2026-07-31 21:45:36.954967+00:00,aria_gen1,success
2026-03-08-20-12-24-827000,pB5ssSy__hBrm6wJ,rl2,3612.0,cup_on_saucer_success,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white ceramic cup"",""yellow saucer""}",False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/aria/2026-03-08-20-12-24-827000.zarr,,s3://rldb/processed_v3/aria/2026-03-08-20-12-24-827000.mp4,CC BY-SA 4.0,,2026-03-08 20:12:24.827000+00:00,2026-07-31 21:45:36.954967+00:00,aria_gen1,success
2026-03-07-02-27-00-000000,pB5ssSy__hBrm6wJ,rl2,4520.0,cup_on_saucer_success,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""pink cup"",""yellow saucer""}",False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/aria/2026-03-07-02-27-00-000000.zarr,,s3://rldb/processed_v3/aria/2026-03-07-02-27-00-000000.mp4,CC BY-SA 4.0,,2026-03-07 02:27:00+00:00,2026-07-31 21:45:36.954967+00:00,aria_gen1,success
2026-03-08-20-22-27-000000,EwCW-BuE_nA9dzbr,rl2,5460.0,cup_on_saucer_success,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white cup"",""white saucer""}",False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/aria/2026-03-08-20-22-27-000000.zarr,,s3://rldb/processed_v3/aria/2026-03-08-20-22-27-000000.mp4,CC BY-SA 4.0,,2026-03-08 20:22:27+00:00,2026-07-31 21:45:36.954967+00:00,aria_gen1,success
2026-03-08-19-50-15-000000,EwCW-BuE_nA9dzbr,rl2,5583.0,cup_on_saucer_success,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white ceramic cup"",""white saucer""}",False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/aria/2026-03-08-19-50-15-000000.zarr,,s3://rldb/processed_v3/aria/2026-03-08-19-50-15-000000.mp4,CC BY-SA 4.0,,2026-03-08 19:50:15+00:00,2026-07-31 21:45:36.954967+00:00,aria_gen1,success
2026-03-07-02-40-27-000000,pB5ssSy__hBrm6wJ,rl2,4257.0,cup_on_saucer_success,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white plastic cup"",""yellow saucer""}",False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/aria/2026-03-07-02-40-27-000000.zarr,,s3://rldb/processed_v3/aria/2026-03-07-02-40-27-000000.mp4,CC BY-SA 4.0,,2026-03-07 02:40:27+00:00,2026-07-31 21:45:36.954967+00:00,aria_gen1,success
2026-03-04-22-38-28-728000,pB5ssSy__hBrm6wJ,rl2,468.0,cup_on_saucer_success,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""pink cup"",""green saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-04-22-38-28-728000.zarr,,s3://rldb/processed_v3/eva/2026-03-04-22-38-28-728000.mp4,CC BY-SA 4.0,,2026-03-04 22:38:28.728000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-28-20-11-10-069000,Xinchen,rl2,389.0,cup_on_saucer_failure_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""pink cup"",""green square saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-20-11-10-069000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-20-11-10-069000.mp4,,,2026-03-28 20:11:10.069000+00:00,2026-07-31 21:45:36.954967+00:00,eva,failure
2026-03-04-20-26-47-963000,EwCW-BuE_nA9dzbr,rl2,117.0,cup_on_saucer_failure,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white cup"",""yellow saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-04-20-26-47-963000.zarr,,s3://rldb/processed_v3/eva/2026-03-04-20-26-47-963000.mp4,CC BY-SA 4.0,,2026-03-04 20:26:47.963000+00:00,2026-07-31 21:45:36.954967+00:00,eva,failure
2026-03-04-20-29-33-514000,EwCW-BuE_nA9dzbr,rl2,648.0,cup_on_saucer_success,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white cup"",""yellow saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-04-20-29-33-514000.zarr,,s3://rldb/processed_v3/eva/2026-03-04-20-29-33-514000.mp4,CC BY-SA 4.0,,2026-03-04 20:29:33.514000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-04-19-21-21-902000,EwCW-BuE_nA9dzbr,rl2,571.0,cup_on_saucer_success,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white cup"",""green square saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-04-19-21-21-902000.zarr,,s3://rldb/processed_v3/eva/2026-03-04-19-21-21-902000.mp4,CC BY-SA 4.0,,2026-03-04 19:21:21.902000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-01-21-37-26-682000,EwCW-BuE_nA9dzbr,rl2,674.0,cup_on_saucer_failure,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white cup"",""white saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-01-21-37-26-682000.zarr,,s3://rldb/processed_v3/eva/2026-03-01-21-37-26-682000.mp4,CC BY-SA 4.0,,2026-03-01 21:37:26.682000+00:00,2026-07-31 21:45:36.954967+00:00,eva,failure
